income,expenses,loanamount,term_years,loan_approved
74000,27000,118000,15,0
90000,47500,169000,30,0
98000,43000,104000,30,0
100000,67000,149000,15,0
46000,21500,133000,30,0
52000,30000,184000,20,0
54000,30000,149000,15,0
133000,54500,515000,5,0
90000,46500,122000,30,0
89000,41500,157000,30,0
86000,38500,142000,10,0
35000,22500,82000,30,0
133000,47500,398000,15,0
89000,41500,110000,15,0
97000,29500,328000,30,1
22000,9000,37000,5,0
98000,54000,208000,20,0
64000,21500,219000,15,0
35000,14500,58000,5,0
46000,30000,131000,15,0
37000,21500,79000,15,0
37000,12000,54000,20,1
77000,53500,159000,15,0
63000,42500,199000,20,0
85000,30500,241000,30,0
125000,83500,393000,30,0
71000,37000,113000,5,0
20000,13500,64000,30,0
68000,46500,130000,30,0
111000,64000,264000,30,0
72000,30000,257000,5,0
121000,81000,364000,10,0
89000,47000,267000,10,0
20000,8500,45000,5,0
78000,38000,197000,20,0
84000,39000,264000,5,0
107000,72000,55000,30,0
130000,81500,253000,20,0
102000,32000,158000,5,0
88000,26500,123000,5,0
95000,31000,323000,20,0
70000,38000,152000,20,0
31000,19500,21000,5,0
76000,38500,298000,20,0
86000,44000,87000,5,0
39000,15500,79000,5,0
115000,55500,312000,10,0
105000,42500,260000,30,0
34000,14000,69000,20,0
116000,53000,182000,20,0
66000,21000,164000,20,1
52000,35500,182000,15,0
107000,71000,143000,5,0
73000,45000,53000,15,0
132000,69500,231000,20,0
49000,30500,153000,10,0
23000,16000,91000,30,0
67000,27500,186000,10,0
99000,44000,226000,5,0
47000,28000,36000,15,0
35000,19500,59000,15,0
82000,51500,57000,15,0
31000,13500,61000,15,0
84000,35500,186000,30,0
65000,34500,95000,5,0
90000,32500,67000,10,1
33000,10500,66000,30,1
114000,45500,444000,30,0
70000,25500,114000,20,0
98000,29500,157000,20,1
104000,63500,106000,15,0
40000,20500,98000,10,0
101000,57500,240000,15,0
32000,11500,59000,30,0
34000,13500,123000,20,0
134000,43500,111000,10,1
108000,75500,402000,30,0
137000,46500,266000,5,0
64000,21500,62000,30,1
78000,42500,193000,20,0
91000,39500,262000,15,0
75000,49000,111000,30,0
53000,33500,182000,20,0
48000,31000,26000,10,0
81000,48000,139000,30,0
43000,15000,154000,15,0
42000,13500,121000,15,0
87000,28500,112000,20,1
72000,44500,150000,15,0
103000,58000,148000,5,0
62000,43000,134000,5,0
58000,32500,199000,5,0
88000,35000,60000,15,0
51000,17000,69000,30,0
55000,24500,34000,10,0
56000,21500,222000,30,0
69000,38000,73000,10,0
128000,43500,190000,5,0
34000,20500,119000,15,0
114000,66000,261000,10,0
97000,57500,369000,5,0
122000,83500,313000,15,0
169000,94500,512000,5,0
118000,72500,314000,15,0
103000,34500,317000,5,0
36000,24500,52000,5,0
39000,15000,65000,10,0
86000,43000,225000,30,0
24000,16500,84000,10,0
93000,34500,121000,10,1
20000,6500,77000,10,0
110000,46000,227000,15,0
65000,23500,63000,10,0
79000,45000,281000,20,0
53000,22000,199000,5,0
20000,6500,68000,10,0
112000,73500,227000,15,0
115000,37000,437000,15,0
64000,26000,106000,30,1
95000,37500,77000,20,1
63000,19500,107000,15,1
84000,31000,150000,30,1
98000,61500,324000,20,0
92000,29000,276000,15,0
115000,35500,308000,30,1
91000,50500,107000,15,0
76000,25500,251000,15,0
52000,23500,32000,30,0
61000,18500,77000,30,1
99000,44000,240000,5,0
30000,13000,65000,5,0
108000,59000,315000,5,0
67000,33500,219000,30,0
50000,28500,176000,20,0
42000,28500,163000,10,0
95000,58500,231000,20,0
75000,50500,190000,20,0
123000,39500,303000,30,1
37000,26000,135000,20,0
58000,25000,186000,30,0
72000,29500,161000,30,0
52000,24000,151000,5,0
75000,46000,118000,5,0
85000,58000,92000,20,0
90000,47000,60000,20,0
120000,43500,234000,15,0
36000,14000,65000,10,0
85000,39500,268000,30,0
56000,25000,127000,5,0
88000,35000,97000,15,0
88000,56500,74000,30,0
45000,18500,35000,30,0
48000,26000,27000,5,0
90000,44500,69000,30,0
76000,51000,239000,20,0
68000,37500,218000,15,0
95000,41000,166000,20,0
97000,54000,60000,15,0
59000,25000,56000,30,1
49000,16500,112000,10,0
37000,18500,145000,5,0
76000,49000,71000,30,0
32000,21000,33000,5,0
78000,40500,150000,20,0
112000,65000,297000,5,0
64000,35000,120000,15,0
59000,37000,159000,30,0
135000,46000,98000,20,1
120000,55500,135000,15,0
52000,21000,39000,5,0
79000,24000,281000,5,0
85000,53500,280000,20,0
81000,28500,116000,15,0
129000,55500,405000,20,0
78000,50500,260000,5,0
82000,48500,285000,20,0
96000,50500,193000,10,0
111000,47000,432000,10,0
103000,52000,373000,10,0
91000,29500,272000,20,0
28000,16500,17000,20,0
60000,23500,185000,5,0
100000,49000,270000,10,0
83000,28000,316000,5,0
100000,58500,209000,10,0
132000,87000,338000,15,0
40000,19500,100000,15,0
109000,36500,64000,20,1
65000,44000,81000,10,0
103000,49500,117000,20,0
74000,24500,129000,20,0
139000,52000,204000,5,0
79000,27500,129000,20,0
56000,21000,43000,10,0
88000,32000,91000,5,0
85000,57000,193000,20,0
109000,42000,249000,20,0
88000,42000,74000,10,0
149000,88000,390000,5,0
72000,41000,283000,30,0
72000,49000,135000,5,0
57000,39000,61000,10,0
78000,41000,311000,10,0
82000,49500,192000,30,0
83000,37500,112000,10,0
77000,36500,275000,15,0
57000,19500,54000,15,1
49000,28000,56000,15,0
64000,26000,202000,10,0
109000,36000,402000,30,0
116000,39500,233000,30,0
73000,43000,54000,15,0
47000,18500,126000,20,0
73000,44500,232000,15,0
138000,91500,323000,5,0
105000,46000,197000,30,0
92000,57000,264000,10,0
104000,49000,224000,20,0
121000,73500,392000,30,0
40000,17000,21000,20,1
63000,42500,166000,10,0
59000,41000,204000,20,0
93000,42500,268000,10,0
80000,30500,199000,15,0
98000,56500,126000,10,0
60000,32000,146000,30,0
116000,81000,389000,30,0
73000,45500,256000,15,0
96000,61000,262000,20,0
111000,65500,438000,5,0
108000,47500,99000,15,0
86000,58000,249000,10,0
100000,48500,65000,30,0
127000,58500,443000,5,0
90000,34000,290000,20,0
53000,22500,178000,30,0
92000,27500,162000,15,1
74000,41500,92000,10,0
20000,11000,25000,15,0
89000,41000,327000,15,0
78000,53500,182000,30,0
110000,63500,128000,15,0
52000,20500,40000,20,0
30000,13500,59000,20,0
80000,40500,78000,10,0
86000,44500,150000,10,0
78000,32000,76000,10,0
76000,30500,182000,5,0
43000,18000,31000,20,0
71000,48500,51000,10,0
65000,29000,218000,30,0
107000,48000,85000,15,0
86000,50500,335000,20,0
67000,24500,169000,30,1
127000,71000,194000,5,0
67000,38000,97000,5,0
92000,30000,260000,15,0
70000,26500,246000,5,0
124000,60500,288000,10,0
78000,49500,248000,20,0
78000,46000,294000,20,0
71000,46000,186000,15,0
81000,52000,160000,20,0
111000,56000,99000,5,0
100000,55000,292000,20,0
76000,51000,265000,20,0
126000,75000,71000,5,0
101000,45000,279000,15,0
62000,27500,46000,20,1
34000,15000,129000,20,0
63000,31500,123000,20,0
87000,38500,100000,15,0
93000,35000,112000,10,0
116000,62500,95000,30,0
42000,27000,118000,15,0
62000,31000,222000,5,0
40000,15500,73000,15,0
35000,22000,83000,15,0
56000,33500,79000,10,0
86000,50000,277000,5,0
98000,56000,272000,5,0
47000,29000,188000,20,0
51000,32000,177000,30,0
22000,14500,22000,30,0
81000,44000,280000,30,0
53000,24000,36000,5,0
125000,42000,128000,10,0
87000,51000,161000,20,0
70000,25000,81000,5,0
56000,36500,84000,20,0
30000,14000,90000,20,0
34000,22000,84000,20,0
56000,28500,106000,15,0
54000,26000,149000,10,0
45000,20000,23000,10,0
86000,28000,308000,30,1
90000,27500,169000,15,1
61000,30500,135000,20,0
133000,88000,121000,30,0
23000,12500,72000,5,0
77000,49500,307000,20,0
68000,47500,216000,5,0
58000,21500,57000,10,1
54000,30500,203000,15,0
75000,35000,191000,15,0
68000,26000,240000,30,0
63000,25000,125000,20,0
36000,14500,53000,20,0
26000,15500,15000,5,0
66000,29000,252000,10,0
63000,25500,65000,10,0
69000,45000,223000,30,0
72000,22500,106000,15,1
59000,35000,147000,5,0
69000,47000,234000,30,0
49000,27000,85000,5,0
121000,63000,243000,10,0
51000,16500,51000,30,1
64000,32000,126000,10,0
53000,23500,180000,30,0
53000,32500,190000,10,0
76000,47500,207000,30,0
72000,26500,154000,15,0
61000,31000,75000,5,0
66000,42500,138000,10,0
53000,29000,176000,10,0
87000,43000,138000,20,0
137000,90500,453000,20,0
49000,33500,25000,20,0
87000,34500,149000,5,0
76000,28500,301000,30,0
95000,61500,350000,5,0
96000,38000,265000,20,0
81000,52000,180000,20,0
74000,31000,221000,10,0
62000,19000,244000,5,0
52000,24500,32000,30,0
72000,23000,105000,15,1
36000,14000,143000,30,0
57000,28000,149000,10,0
108000,34000,330000,30,0
78000,24500,245000,20,1
102000,37000,192000,5,0
119000,57500,451000,10,0
70000,48500,75000,15,0
81000,27500,270000,20,0
66000,36000,160000,20,0
51000,25500,77000,5,0
46000,15000,100000,20,1
100000,31500,237000,15,0
81000,31500,144000,20,0
130000,74500,204000,30,0
104000,71000,213000,15,0
53000,27500,182000,5,0
100000,32000,299000,20,0
66000,26500,52000,5,0
112000,76000,356000,15,0
60000,18500,225000,30,1
43000,23500,166000,10,0
51000,19000,98000,30,0
53000,17500,197000,10,0
50000,20000,54000,15,0
58000,39000,110000,10,0
101000,61000,230000,5,0
129000,47500,147000,15,1
35000,11500,102000,30,0
113000,56000,219000,15,0
61000,19500,58000,15,1
85000,39000,199000,10,0
25000,15500,38000,20,0
91000,45500,345000,20,0
20000,13000,68000,30,0
84000,52000,282000,30,0
83000,43500,228000,15,0
81000,50000,68000,20,0
53000,18000,109000,30,0
91000,34500,252000,30,1
87000,50500,104000,10,0
69000,21000,132000,30,1
95000,28500,208000,5,0
72000,32500,246000,5,0
91000,59000,167000,15,0
71000,49000,122000,5,0
82000,46000,249000,20,0
92000,62500,156000,20,0
63000,40500,53000,20,0
38000,14500,124000,20,0
83000,38500,149000,30,0
111000,61000,439000,15,0
84000,30500,191000,15,0
85000,36000,62000,20,1
74000,44500,235000,20,0
97000,42500,177000,15,0
69000,46500,64000,10,0
61000,28000,149000,30,0
108000,42000,148000,20,1
59000,22500,223000,5,0
102000,58500,301000,5,0
108000,48500,211000,20,0
92000,36500,294000,30,1
38000,22000,81000,15,0
76000,35500,283000,15,0
69000,44000,206000,15,0
60000,31000,236000,30,0
79000,54500,133000,30,0
98000,44000,333000,5,0
61000,25000,91000,30,1
70000,39000,118000,30,0
68000,39500,92000,10,0
110000,33500,377000,10,0
67000,38000,245000,10,0
38000,14000,45000,15,1
28000,19000,99000,5,0
86000,45500,333000,10,0
52000,18000,123000,20,1
95000,30500,128000,10,0
35000,23000,132000,15,0
59000,38000,220000,5,0
35000,16500,34000,10,0
88000,29500,339000,5,0
94000,43000,147000,20,0
85000,51500,174000,30,0
42000,23500,102000,30,0
53000,34000,88000,15,0
82000,49000,60000,5,0
24000,10500,72000,15,0
68000,29500,217000,5,0
121000,67500,285000,10,0
70000,29500,140000,10,0
30000,19500,91000,15,0
57000,24500,227000,30,0
56000,28000,211000,20,0
139000,44000,343000,30,1
125000,43500,420000,15,0
97000,34000,123000,20,0
65000,28500,117000,5,0
111000,38500,429000,30,0
41000,20000,100000,15,0
107000,43500,255000,5,0
103000,42000,138000,30,0
70000,33500,156000,30,0
109000,70000,119000,30,0
62000,37500,190000,10,0
37000,24000,132000,30,0
104000,72500,334000,30,0
72000,22000,67000,20,1
93000,53500,229000,10,0
130000,45000,232000,10,0
53000,36000,87000,15,0
71000,27500,233000,20,0
122000,53500,266000,20,0
95000,65500,329000,10,0
54000,35000,104000,10,0
46000,14500,111000,15,1
59000,19000,96000,20,0
53000,33500,101000,20,0
82000,27000,238000,30,0
77000,49500,115000,20,0
83000,55500,331000,20,0
50000,15500,168000,20,0
73000,28500,67000,20,0
20000,6000,26000,30,1
79000,26000,225000,5,0
110000,56500,122000,30,0
32000,19000,17000,10,0
90000,44500,249000,15,0
57000,26000,75000,30,0
99000,38000,110000,20,1
80000,31500,230000,20,0
87000,46500,168000,10,0
77000,49500,292000,10,0
115000,53000,165000,20,0
85000,57500,116000,10,0
54000,17500,134000,15,0
78000,49500,174000,15,0
64000,28000,53000,5,0
80000,52000,210000,15,0
62000,41500,192000,10,0
55000,32000,65000,15,0
81000,36000,112000,5,0
77000,37000,56000,15,0
107000,55500,124000,10,0
63000,30500,116000,5,0
20000,12500,57000,30,0
64000,39000,146000,10,0
26000,8000,30000,30,1
87000,31500,78000,15,1
25000,11000,56000,5,0
45000,25500,173000,10,0
64000,25000,103000,5,0
121000,52000,127000,20,0
43000,21000,146000,20,0
75000,40000,113000,15,0
92000,61000,80000,20,0
120000,74500,476000,30,0
98000,43500,122000,15,0
108000,65500,185000,5,0
101000,64000,119000,5,0
39000,20000,149000,5,0
86000,36000,248000,15,0
100000,67500,309000,30,0
46000,31500,39000,5,0
58000,22500,165000,20,0
51000,31500,118000,10,0
98000,31000,213000,10,0
73000,22000,166000,20,1
65000,28500,176000,30,0
37000,18000,29000,30,0
73000,38000,187000,30,0
58000,26000,128000,20,0
82000,29000,147000,15,0
41000,18000,100000,15,0
80000,50500,142000,10,0
62000,27000,61000,15,0
38000,20500,28000,5,0
35000,20000,33000,5,0
40000,23500,112000,5,0
69000,34000,215000,5,0
79000,27500,225000,30,0
83000,55000,44000,20,0
84000,34000,198000,15,0
52000,22500,28000,5,0
107000,65000,78000,10,0
62000,37500,47000,5,0
89000,58500,77000,20,0
70000,22000,44000,20,1
86000,56000,62000,5,0
69000,42500,209000,5,0
87000,44500,193000,20,0
75000,27500,288000,30,0
99000,51500,244000,30,0
50000,19000,195000,15,0
22000,15000,34000,30,0
46000,27000,92000,10,0
107000,57500,292000,10,0
70000,44000,187000,5,0
78000,40000,40000,30,0
43000,14000,97000,5,0
77000,31000,158000,20,0
44000,30500,55000,10,0
49000,31500,150000,15,0
63000,42500,205000,30,0
88000,30000,232000,10,0
92000,36500,178000,20,0
92000,30000,157000,30,0
27000,17000,27000,15,0
75000,27500,205000,20,0
69000,32000,220000,5,0
29000,12000,28000,15,0
75000,50500,137000,5,0
67000,36500,133000,15,0
90000,56000,270000,10,0
77000,41500,63000,15,0
59000,32000,82000,5,0
103000,46500,285000,5,0
20000,8000,77000,15,0
73000,32000,229000,10,0
22000,9000,67000,10,0
48000,27500,62000,30,0
91000,42500,150000,10,0
37000,19000,55000,30,0
32000,19500,100000,30,0
146000,59500,87000,20,1
34000,16000,67000,10,0
125000,63500,400000,30,0
70000,22500,70000,20,1
59000,21500,224000,10,0
92000,30000,339000,5,0
115000,69000,448000,20,0
41000,17000,99000,5,0
60000,28000,61000,10,0
100000,57000,317000,20,0
84000,57500,290000,30,0
108000,67500,84000,10,0
90000,29000,185000,5,0
129000,54500,338000,20,0
80000,25500,227000,15,1
82000,26500,182000,15,0
85000,30000,57000,30,0
71000,30500,182000,20,0
100000,39500,82000,20,1
82000,36000,62000,30,0
99000,62500,79000,15,0
103000,64000,392000,10,0
88000,38500,256000,10,0
90000,51000,240000,20,0
45000,20000,138000,10,0
58000,26500,78000,20,0
100000,57000,160000,15,0
118000,53500,432000,5,0
20000,10500,56000,20,0
58000,20000,198000,30,0
76000,39000,290000,30,0
49000,29000,102000,5,0
50000,33000,127000,5,0
89000,32000,140000,30,1
122000,56500,418000,30,0
20000,10000,42000,20,0
70000,46500,211000,20,0
89000,36000,221000,10,0
98000,36000,231000,30,0
85000,30500,89000,30,1
128000,46500,388000,20,0
76000,49000,52000,20,0
114000,62500,368000,30,0
56000,26000,209000,15,0
77000,50000,254000,30,0
39000,16500,46000,5,0
102000,68500,160000,30,0
71000,43000,88000,15,0
86000,26500,113000,20,0
66000,32000,221000,15,0
93000,59000,67000,10,0
87000,40000,186000,15,0
45000,31500,116000,5,0
47000,30000,180000,30,0
74000,44500,206000,30,0
95000,33500,282000,30,1
131000,45000,315000,20,0
84000,46500,151000,30,0
105000,59500,182000,30,0
27000,9500,80000,5,0
135000,86500,242000,30,0
93000,60500,265000,20,0
74000,34500,179000,30,0
70000,38000,171000,30,0
42000,21000,69000,30,0
50000,15500,60000,15,0
132000,44500,81000,15,1
45000,27500,64000,30,0
45000,22500,112000,5,0
54000,29500,184000,5,0
39000,21500,129000,15,0
75000,34000,239000,10,0
108000,33500,120000,15,1
57000,35000,164000,5,0
34000,16500,44000,15,0
84000,30000,139000,30,1
73000,22500,226000,30,1
105000,32000,163000,15,1
61000,19000,164000,20,1
67000,24500,192000,5,0
71000,28000,275000,15,0
78000,31000,83000,20,1
63000,35000,71000,15,0
58000,23000,122000,10,0
20000,11500,47000,20,0
58000,36500,107000,10,0
96000,43500,262000,15,0
101000,59500,261000,10,0
61000,21000,172000,5,0
114000,49000,417000,5,0
74000,42500,75000,30,0
35000,23500,117000,15,0
25000,13500,65000,20,0
112000,50000,402000,10,0
64000,27000,36000,30,1
39000,18000,133000,30,0
20000,11000,25000,5,0
63000,27000,241000,15,0
87000,42500,141000,5,0
54000,32500,163000,10,0
43000,17000,144000,15,0
59000,34500,220000,15,0
112000,67500,135000,10,0
33000,21500,88000,30,0
56000,17500,35000,5,0
111000,38500,78000,30,1
90000,61500,176000,5,0
80000,28000,234000,15,0
56000,27500,156000,20,0
76000,28000,163000,20,0
59000,37000,154000,5,0
49000,16500,131000,30,1
43000,14500,148000,10,0
99000,49500,357000,30,0
73000,29000,134000,15,0
84000,47500,61000,20,0
80000,46000,107000,5,0
88000,47000,74000,20,0
67000,42500,219000,15,0
61000,35500,43000,10,0
51000,19000,109000,5,0
33000,11000,79000,30,1
41000,24500,140000,10,0
64000,38000,189000,5,0
27000,17500,70000,5,0
34000,13000,86000,20,0
106000,41500,228000,15,1
82000,43500,299000,30,0
61000,22000,68000,15,1
143000,60000,554000,15,0
26000,16000,68000,10,0
104000,45000,139000,10,0
72000,22000,220000,5,0
99000,55500,179000,30,0
78000,29000,67000,10,0
20000,7500,16000,15,1
78000,24000,193000,10,0
85000,45000,234000,5,0
20000,10500,33000,5,0
133000,45000,389000,5,0
84000,27000,121000,20,1
95000,47000,162000,5,0
40000,24500,52000,20,0
96000,65500,261000,30,0
108000,35500,239000,30,1
83000,48500,85000,5,0
75000,28000,293000,30,0
48000,15000,175000,5,0
69000,30000,224000,5,0
60000,32000,50000,30,0
92000,49500,187000,10,0
50000,16000,116000,30,1
92000,61500,350000,20,0
50000,16000,88000,20,0
67000,26000,191000,30,0
93000,44000,227000,30,0
54000,36500,180000,20,0
95000,66000,84000,30,0
92000,27500,312000,20,0
67000,26000,186000,5,0
110000,55000,97000,30,0
77000,44500,239000,5,0
108000,61000,180000,15,0
129000,51500,101000,10,1
68000,26000,139000,30,0
94000,28500,105000,20,1
56000,35500,81000,5,0
44000,20000,176000,10,0
69000,44500,71000,20,0
34000,14500,62000,30,0
47000,28500,132000,15,0
93000,30500,364000,20,0
60000,37500,109000,5,0
96000,63000,119000,20,0
84000,34000,161000,30,0
131000,46500,139000,20,1
91000,34500,360000,15,0
108000,70000,234000,20,0
87000,36000,245000,15,0
84000,33000,147000,20,0
110000,76000,155000,20,0
95000,54000,78000,15,0
81000,51500,262000,15,0
81000,48500,200000,30,0
91000,41000,112000,5,0
55000,35500,156000,30,0
54000,29000,73000,5,0
118000,66500,147000,30,0
131000,56500,465000,10,0
47000,32500,105000,10,0
55000,35500,130000,30,0
109000,39000,348000,15,0
91000,34500,198000,10,0
95000,57000,127000,30,0
102000,31500,312000,10,0
68000,29500,236000,10,0
85000,43500,231000,30,0
83000,31500,274000,15,0
49000,32000,29000,30,0
84000,55000,185000,30,0
112000,76500,219000,15,0
65000,23500,46000,30,1
80000,26500,99000,10,0
81000,42500,163000,10,0
66000,40500,190000,30,0
95000,39500,176000,5,0
55000,22000,167000,20,0
115000,58500,329000,5,0
94000,46500,363000,5,0
47000,23000,47000,30,0
126000,58000,492000,30,0
80000,47500,63000,10,0
53000,29000,177000,15,0
108000,53500,172000,10,0
90000,53000,178000,30,0
22000,9000,32000,10,0
59000,38500,198000,15,0
83000,37500,180000,15,0
20000,8500,57000,10,0
78000,40500,299000,15,0
80000,32500,143000,5,0
39000,16000,85000,20,0
83000,27500,61000,10,1
75000,42000,195000,20,0
39000,26000,63000,10,0
103000,59000,272000,20,0
100000,52500,156000,15,0
66000,38500,58000,5,0
69000,47500,109000,20,0
97000,42000,327000,30,0
69000,32500,79000,15,0
20000,8500,22000,20,0
90000,27500,304000,20,0
51000,22500,72000,30,1
63000,20500,105000,20,1
119000,76500,285000,5,0
71000,41500,141000,5,0
75000,31500,253000,15,0
90000,39000,227000,10,0
90000,47500,270000,15,0
47000,29000,140000,20,0
73000,43000,56000,15,0
76000,23500,297000,15,0
83000,51000,62000,30,0
84000,55000,321000,15,0
153000,51500,605000,5,0
40000,24500,57000,30,0
104000,41500,286000,10,0
111000,41000,76000,20,0
90000,46500,259000,15,0
55000,28500,64000,20,0
125000,61000,474000,10,0
20000,13000,56000,15,0
55000,22000,175000,20,0
110000,59500,419000,30,0
64000,29500,224000,5,0
123000,80000,263000,30,0
30000,10500,33000,30,1
42000,14000,68000,10,1
59000,41000,151000,20,0
88000,46500,274000,5,0
68000,45000,95000,30,0
60000,28000,124000,5,0
118000,64000,207000,20,0
120000,69500,258000,10,0
63000,44000,104000,20,0
24000,8500,25000,15,0
20000,7000,44000,5,0
82000,42000,314000,15,0
95000,30500,83000,5,0
77000,45500,264000,30,0
73000,51000,224000,30,0
51000,32000,84000,30,0
95000,38500,93000,5,0
125000,77500,470000,5,0
20000,11000,37000,30,0
73000,25500,148000,30,1
46000,24000,74000,5,0
30000,20000,104000,5,0
41000,17000,53000,20,0
86000,48500,272000,5,0
87000,27500,118000,5,0
119000,75500,202000,15,0
75000,28500,280000,15,0
22000,12000,59000,15,0
68000,34500,199000,20,0
33000,17000,89000,5,0
39000,15500,44000,20,0
92000,48000,260000,5,0
81000,44000,193000,10,0
93000,43500,316000,5,0
64000,35500,253000,15,0
99000,37500,265000,20,0
63000,32000,105000,10,0
109000,64000,382000,30,0
85000,38000,294000,5,0
69000,32000,241000,20,0
81000,29500,142000,10,0
74000,40500,144000,10,0
123000,43000,393000,30,1
82000,41000,162000,10,0
75000,29000,166000,15,0
68000,25500,36000,20,1
100000,34000,361000,30,0
96000,42500,208000,15,0
67000,43500,245000,10,0
40000,21500,156000,10,0
48000,29500,51000,15,0
69000,24000,55000,10,1
115000,49000,327000,30,0
67000,30500,93000,5,0
57000,36500,116000,15,0
22000,12500,12000,5,0
120000,59500,240000,20,0
92000,38500,359000,10,0
99000,60000,83000,30,0
104000,68000,302000,20,0
70000,36000,166000,5,0
78000,25000,271000,5,0
120000,49000,334000,20,0
80000,48000,40000,20,0
93000,42500,266000,5,0
101000,55500,340000,15,0
94000,48000,288000,15,0
71000,47000,217000,20,0
74000,31500,266000,15,0
98000,47000,257000,20,0
98000,32000,278000,10,0
110000,68500,261000,5,0
92000,39500,351000,5,0
93000,55000,265000,30,0
62000,18500,92000,5,0
58000,37500,200000,5,0
98000,67500,165000,30,0
58000,28500,204000,20,0
74000,36500,81000,20,0
116000,63500,135000,15,0
112000,77500,262000,30,0
84000,44000,150000,10,0
66000,21500,253000,10,0
71000,37500,213000,5,0
101000,47000,223000,30,0
74000,44500,288000,30,0
58000,24500,220000,20,0
111000,74500,141000,5,0
80000,49500,107000,10,0
58000,25000,192000,10,0
89000,39000,179000,5,0
104000,52500,107000,30,0
45000,15500,167000,20,0
69000,39500,213000,30,0
68000,37000,124000,5,0
89000,38000,352000,5,0
94000,52000,251000,15,0
58000,19500,134000,10,0
30000,20500,70000,30,0
106000,34500,180000,30,1
41000,17500,67000,5,0
83000,57000,324000,30,0
71000,32500,252000,10,0
80000,52500,119000,5,0
125000,45000,468000,30,0
166000,54000,130000,30,1
26000,9000,39000,30,1
105000,72500,389000,10,0
70000,23500,50000,10,1
106000,59500,397000,5,0
104000,49500,181000,20,0
117000,75500,132000,30,0
84000,35000,90000,10,0
48000,15000,94000,20,1
103000,61500,304000,15,0
79000,42500,218000,30,0
68000,32000,110000,5,0
61000,26000,122000,30,0
105000,69500,146000,20,0
123000,43000,237000,20,0
39000,14000,46000,5,0
94000,29000,297000,20,0
64000,21000,119000,20,1
31000,20000,54000,15,0
79000,49000,212000,5,0
50000,17000,71000,20,1
28000,17000,54000,15,0
52000,29000,41000,20,0
44000,20000,43000,10,0
56000,18500,130000,15,0
35000,19000,140000,10,0
63000,40000,155000,15,0
54000,25500,113000,10,0
86000,40500,113000,10,0
93000,58500,166000,20,0
83000,32000,272000,15,0
68000,25000,144000,5,0
67000,38500,195000,20,0
50000,28000,83000,15,0
51000,34000,61000,10,0
96000,41500,226000,20,1
22000,8500,38000,15,0
73000,34500,65000,10,0
65000,29500,111000,5,0
93000,63000,181000,15,0
32000,21500,98000,30,0
75000,35500,148000,30,1
85000,39500,316000,15,0
20000,9500,54000,5,0
43000,25500,154000,15,0
72000,37500,86000,5,0
90000,37500,304000,15,0
80000,48500,63000,20,0
92000,61000,281000,20,0
43000,25000,72000,20,0
27000,10000,42000,15,0
78000,48000,219000,15,0
38000,26500,28000,5,0
49000,28000,188000,30,0
103000,41000,136000,5,0
81000,24500,272000,15,0
58000,26500,167000,10,0
54000,26500,104000,30,0
94000,62500,284000,10,0
81000,44500,142000,30,0
39000,16000,111000,15,0
20000,11500,10000,30,0
131000,44000,505000,30,0
38000,14500,39000,30,1
91000,54500,210000,20,0
120000,50500,171000,15,0
79000,24500,145000,20,1
57000,28500,95000,5,0
32000,18000,126000,15,0
32000,19500,31000,20,0
86000,36500,88000,5,0
119000,56000,464000,10,0
63000,33000,61000,5,0
58000,19000,46000,5,0
96000,36500,219000,15,0
54000,24000,66000,15,0
83000,34000,103000,15,0
76000,37000,256000,10,0
63000,35500,84000,5,0
75000,38500,123000,30,0
128000,78000,363000,10,0
93000,51000,368000,20,0
108000,45000,240000,5,0
47000,16500,132000,30,0
108000,60000,243000,30,0
94000,36000,106000,15,1
30000,13000,62000,5,0
91000,56000,246000,30,0
60000,23500,44000,5,0
29000,15000,32000,10,0
79000,26500,265000,20,0
91000,42500,72000,10,0
80000,55500,86000,10,0
72000,49000,100000,30,0
65000,44000,45000,10,0
149000,80000,487000,10,0
40000,16500,94000,10,0
101000,44500,123000,20,1
75000,28500,63000,20,1
49000,16500,123000,5,0
74000,27000,194000,10,0
33000,16000,96000,5,0
57000,17500,183000,10,0
74000,50000,289000,30,0
28000,14500,96000,5,0
90000,33000,120000,15,0
46000,21500,36000,30,0
31000,14000,26000,20,0
43000,27500,148000,10,0
140000,48500,442000,15,0
20000,9500,13000,20,0
88000,51500,270000,10,0
52000,23500,160000,10,0
64000,28500,215000,10,0
93000,40500,260000,20,0
92000,55500,220000,5,0
55000,19000,85000,15,1
34000,22000,24000,5,0
94000,31000,79000,5,0
92000,39500,186000,5,0
66000,30000,74000,5,0
88000,40500,49000,20,1
62000,23500,130000,30,1
50000,27000,199000,5,0
75000,36000,293000,15,0
91000,48000,287000,10,0
84000,46000,117000,30,0
90000,34000,293000,10,0
52000,34500,141000,15,0
122000,77000,201000,30,0
65000,41000,43000,30,0
71000,36500,157000,15,0
35000,22000,89000,5,0
69000,38000,182000,20,0
91000,43500,142000,15,0
98000,59000,295000,20,0
122000,66000,353000,10,0
91000,27500,142000,5,0
83000,58000,255000,10,0
62000,29500,193000,5,0
55000,29000,189000,30,0
104000,48000,207000,5,0
104000,35500,392000,15,0
43000,27000,166000,30,0
97000,55500,292000,5,0
95000,60000,266000,20,0
42000,20500,142000,15,0
91000,56000,89000,20,0
44000,27000,142000,30,0
20000,8500,41000,5,0
70000,21000,259000,30,1
